text,label,intent_name
I need help finding the verification code on the top up card.,71,verify_top_up
I want to apply for a Visa card.,73,visa_or_mastercard
Is the card welcomed by everybody?,10,card_acceptance
How do i access the auto top-up option?,4,automatic_top_up
I wasn't charged the correct exchange rate for an item I purchased.,17,card_payment_wrong_exchange_rate
"I normally don't use ATMs, but I was in a rush today and had to withdraw some cash. The ATM gave me the wrong amount of money and now my app is not showing the same amount as it should. What do I do?",75,wrong_amount_of_cash_received
I answered so many questions about my identity. Why do you need this info?,74,why_verify_identity
I paid with my card so so why was I charged a transaction fee?,15,card_payment_fee_charged
Can it specifically be delivered on a certain date?,12,card_delivery_estimate
I tried to top up and suddenly my money disappeared,62,topping_up_by_card
Can I mail in a check to top up?,58,top_up_by_cash_or_cheque
I can use this card at which ATMs?,3,atm_support
"On a card payment, why is there a fee?",15,card_payment_fee_charged
How many top-ups can be approved?,60,top_up_limits
My card is about to expire. What do I need to do to keep using my card?,9,card_about_to_expire
One of my transactions needs to be canceled.,8,cancel_transfer
Can I use a check to top up?,58,top_up_by_cash_or_cheque
can i top up with check?,58,top_up_by_cash_or_cheque
My card expires soon,9,card_about_to_expire
"Apple pay is not accepting my American Express card, can you assist me with this problem?",2,apple_pay_or_google_pay
Where are the cards delivered to,43,order_physical_card
I have an outgoing transaction,48,pending_transfer
My pin isn't here yet,38,get_physical_card
How do I go forth on transferring a sum of money from one account to another?,65,transfer_into_account
Please provide me a list of ATMs that accept my card.,3,atm_support
I withdrew cash and was charged. Why?,19,cash_withdrawal_charge
I have a transaction showing up more than once.,63,transaction_charged_twice
The exchange rate applied is wrong for my international purchase.,17,card_payment_wrong_exchange_rate
What went wrong when I tried to do my transfer?,35,failed_transfer
My cash deposit isn't in my account. What happened?,6,balance_not_updated_after_cheque_or_cash_deposit
Can I automatically top-up when traveling?,4,automatic_top_up
When I was in a restaurant today my card was declined and payment wouldn't go through and I need help. Can you fix this?,14,card_not_working
My beneficiary didn't receive my transfer,7,beneficiary_not_allowed
Am I going to see a charge for a SEPA transfer?,56,top_up_by_bank_transfer_charge
I think the rate that was applied to my purchase using foreign currency is wrong. Help!,17,card_payment_wrong_exchange_rate
Google Pay isn't working. What is wrong?,2,apple_pay_or_google_pay
Help me delete my account.  I am not satisfied with the service.,55,terminate_account
Why does my identity need to be verified?,74,why_verify_identity
Can you please check the exchange rate when I was getting cash?,76,wrong_exchange_rate_for_cash_withdrawal
Can i use this card at any store?,10,card_acceptance
What's the process for exchanges?,32,exchange_rate
Is this card accepted by ATMs?,3,atm_support
Tell me how a top up would be reverted.,61,top_up_reverted
What do I do to Top up my card?,62,topping_up_by_card
"I desperately need to top-up my card, so why is it being declined? Can you solve this for me? I need to use my card immediately!",59,top_up_failed
What will I need to verify my identity,69,verify_my_identity
Could my daughter open an account?,1,age_limit
There seems to be a couple of payments listed in the app I know weren't made by me. Is there a possibility someone has access to my card? Can you find out what's going on?,16,card_payment_not_recognised
What is the exchange rate for EUR?,32,exchange_rate
What ATM locations are near me?,3,atm_support
I don't know where the top-up verification code is.,71,verify_top_up
Cancel a transaction,8,cancel_transfer
"I'm locked out of my account as I can't remember my code, what do I do now?",44,passcode_forgotten
With what currencies can I add money?,54,supported_cards_and_currencies
"I think something went wrong, I didn't get the right amount.",75,wrong_amount_of_cash_received
Could I get tracking on the card?,11,card_arrival
what are your exchange rates at?,32,exchange_rate
"I deposited some cash but it hasn't shown up in my account yet, what's going on?",6,balance_not_updated_after_cheque_or_cash_deposit
How long do European transfers take?,67,transfer_timing
What is the reason I couldn't do a transfer to a beneficiary?,7,beneficiary_not_allowed
Are extra charges added for sending out additional cards?,39,getting_spare_card
Do you offer disposable virtual cards too?,37,get_disposable_virtual_card
Yesterday I topped up my card. Why didn't it complete as it still pending?,47,pending_top_up
What do I do if my Google pay top up isn't working?,2,apple_pay_or_google_pay
Someone mugged my and stole everything.  I can't use the app.  What should I do?,42,lost_or_stolen_phone
My card has been lost! help!,41,lost_or_stolen_card
I don't see any change in my balance.,5,balance_not_updated_after_bank_transfer
Can you tell me how to top up on my card?,62,topping_up_by_card
I am trying to transfer money and something is going wrong.,35,failed_transfer
Can I choose between Visa or MasterCard?,73,visa_or_mastercard
Can I possibly change my currency to another?,33,exchange_via_app
How do I input a new address?,30,edit_personal_details
I'm not able to verify my identity.,68,unable_to_verify_identity
What happens if my card expires?,9,card_about_to_expire
"My money has gone missing. I had recently added money in, and saw it was there and went through. Now it's missing. What is happening?",61,top_up_reverted
Can I use my card no matter where I go?,10,card_acceptance
What are the steps to reset my passcode?,44,passcode_forgotten
What is the time period for money to be transferred?,67,transfer_timing
How to I switch my money for the money used in another country?,33,exchange_via_app
What do I do if my card has been lost or stolen?,41,lost_or_stolen_card
I bought an item at the wrong exchange rate.,17,card_payment_wrong_exchange_rate
Can my password be reset if I do not have it?,44,passcode_forgotten
Is there a charge for exchanging foreign currency?,31,exchange_charge
Is there a way to set up an auto top-up?,4,automatic_top_up
Can I use a bank transfer to add money to my account?,65,transfer_into_account
The virtual card won't work.,72,virtual_card_not_working
My identity verification didn't work,68,unable_to_verify_identity
How old do my kids have to be use this?,1,age_limit
How can I link the new card?,13,card_linking
I was wondering about transferring money into my account and how it works.  Can you tell me about that?,65,transfer_into_account
Someone took my card without my permission.,41,lost_or_stolen_card
How can many disposable cards can I have per day?,29,disposable_card_limits
Which cards do you support for top up?,54,supported_cards_and_currencies
The wrong exchange rate was applied to me while pulling out cash.,76,wrong_exchange_rate_for_cash_withdrawal
Report stolen card,41,lost_or_stolen_card
My statement has a charge that shouldn't have been made.,52,request_refund
Why did the ATM give me less money than what I requested?,75,wrong_amount_of_cash_received
I need to delete my account.,55,terminate_account
what documents do i need to verify who i am,69,verify_my_identity
I made a purchase recently but I have decided that I'm not buying it and I need to receive my money back. Can you please give me a refund ASAP. It's extremely urgent.,52,request_refund
How many cards can I have?,39,getting_spare_card
I have no way to prove my identity.,68,unable_to_verify_identity
My statement shows charges for things I never purchased. Were my account details stolen?,22,compromised_card
Can I set automatic top ups?,4,automatic_top_up
I would like to cancel a transfer...is this possible?,8,cancel_transfer
"I just moved overseas and I noticed that you are charging me more fees.  I am a loyal customer, is this how you expect to keep customers?",64,transfer_fee_charged
Can someone help me unblock my pin?,49,pin_blocked
I don't have the device I used to log onto the platform so I can't access it.,42,lost_or_stolen_phone
"I'm trying to make a payment to my new landlord. Even though the payment was sent a few days ago, it isn't clearing on their side. Can you verify that payment has been made?",66,transfer_not_received_by_recipient
Why is the payment from my card still pending?,45,pending_card_payment
top up cancellation,61,top_up_reverted
"I got some cash at an ATM earlier, but now app is showing that I withdrew more than I did.  Help!",75,wrong_amount_of_cash_received
I'm expecting to see a cash withdrawal but I'm still waiting.,46,pending_cash_withdrawal
I need a second card on this account for my daughter.,39,getting_spare_card
Do you have a list of cards and currencies you support?,54,supported_cards_and_currencies
I'm not sure why my card didn't work,25,declined_card_payment
Do you charge extra for exchanging currencies?,31,exchange_charge
I'm having trouble proving my identity,68,unable_to_verify_identity
I'm still waiting for my card that was issued a week ago. What should I do?,11,card_arrival
My passcode won't work.,44,passcode_forgotten
Questionable transactions on my account.,22,compromised_card
Tell me why my transfer is declined.,27,declined_transfer
how long should I expect to wait for my card to arrive?,12,card_delivery_estimate
What cards do you offer?,73,visa_or_mastercard
How do I know where my funds come from?,70,verify_source_of_funds
Can you tell me when the transfer will be completed?,48,pending_transfer
Help me to set up contactless payments.,23,contactless_not_working
"I need to set up an account for my daughter, how would I do that?",1,age_limit
I did a cash deposit to my account but it doesn't show up,6,balance_not_updated_after_cheque_or_cash_deposit
How can a payment be declined,25,declined_card_payment
How long does a top-up take to go through?,47,pending_top_up
What steps do I take to unblock my PIN?,49,pin_blocked
How can I open an account for my children?,1,age_limit
What source do my fund come from?,70,verify_source_of_funds
Do I have a Visa card as an option?,73,visa_or_mastercard
Can I have a tangible form of my virtual card.,43,order_physical_card
Can you tell me why my pop-up is still pending?,47,pending_top_up
Can anyone else top-up for me?,62,topping_up_by_card
"I would like to exchange currencies, how do I go upon it?",33,exchange_via_app
"I was trying to make a transfer and got an error message telling me it was not possible to make the transfer. This has never happened before, what happened?",7,beneficiary_not_allowed
I saw I was charged extra for money I withdrew?,19,cash_withdrawal_charge
There is not a refund in my statement.,51,Refund_not_showing_up
How is this transfer supposed to work? It's not working for me.,35,failed_transfer
"My top up did not show up as shown and my money has disappeared, can you help me fix this glitch problem?",61,top_up_reverted
I didn't do a payment and I have it now.,16,card_payment_not_recognised
Can I change my pin through the app?,21,change_pin
I was getting cash and the card got stuck inside,18,card_swallowed
Is it possible to change my address?,30,edit_personal_details
Will my card be a MasterCard or a Visa?,73,visa_or_mastercard
My transfer failed,35,failed_transfer
"My money has disappeared. I had recently added money in, and saw it was there and went through. Now it's gone. What is happening?",61,top_up_reverted
"My transfer was wrong, are you able to stop it before it goes through please?",8,cancel_transfer
Can I transfer money to my account with the app?,65,transfer_into_account
"Can I get money in my home currency at some ATM? I'm on holiday and am a bit concerned because I don't have any cash with me, it is possible to withdraw here already without any additional cost?",76,wrong_exchange_rate_for_cash_withdrawal
Do you offer account's for minors?,1,age_limit
What happened to the money that I deposited?,61,top_up_reverted
What fiat currencies are supported?,36,fiat_currency_support
Can I change my PIN on my phone?,21,change_pin
I saw that my transfer was declined.,27,declined_transfer
"For the identity verification, what do you need?",69,verify_my_identity
How long does it take for a transfer to be in my account?,67,transfer_timing
How do I find the top-up verification code?,71,verify_top_up
what is the leadtime for a new card to show up in the mail?,12,card_delivery_estimate
How can I change my password?,44,passcode_forgotten
"How do I see what fees I am supposed to be charged on my account? I've noticed fees on some transactions, but not on others. This is very confusing and I cannot find a pattern to what I am being charged?",15,card_payment_fee_charged
Let me know what the steps for the identity checks are,69,verify_my_identity
I want to be sure that everything is okay here. I just made a transfer from a UK account and it is still not showing up. How long does this typically take?,5,balance_not_updated_after_bank_transfer
They is a payment I don't recognize on my statement.,16,card_payment_not_recognised
"Can you send me a Mastercard, instead of a Visa?",73,visa_or_mastercard
Why is my card payment still pending?,45,pending_card_payment
Are there any specific cash machines that I have to go to in order to change my PIN?,21,change_pin
How many purchases can I make with one disposable card?,29,disposable_card_limits
I didn't set up the direct debit I have,28,direct_debit_payment_not_recognised
Why does top-up require verification?,71,verify_top_up
As far as courtries go which ones are supported?,24,country_support
how much does it cost to add money to my card,57,top_up_by_card_charge
How come there is a duplicate charge on my card?,63,transaction_charged_twice
I think my card has been used by somebody else since I was never in the little town where some transactions on this bill have come from. Please stop this right away.,22,compromised_card
Can you find out why my credit card didn't process payment? It was declined for top up so what's the deal?,59,top_up_failed
Is it possible to top-up automatically?,4,automatic_top_up
I've been trying to make a transfer and it doesn't seem to be working. (5 times) What is wrong with your system?,35,failed_transfer
How does your app transfer the money,65,transfer_into_account
"Hi need your help for getting the refund or cancel the payment of an item, i have ordered but still have not received it.",52,request_refund
The ATM kept my card?,18,card_swallowed
Would I be able to top up as much as I can?,60,top_up_limits
I must change my PIN as soon as possible.,21,change_pin
Is there any limits I should know about if I'm going to use a disposable virtual card?,29,disposable_card_limits
There are some card payments that I haven't done myself. What is going on with my card and does somebody else have access to my card?,16,card_payment_not_recognised
My currencies needed to be exchanged often and I was wondering if there were any discounts available for this?,31,exchange_charge
Is it possible to top up using a cheque?,58,top_up_by_cash_or_cheque
Can you provide information for freezing my card immediately?,41,lost_or_stolen_card
What do I need to do to perform identity checks?,69,verify_my_identity
I set up a payment to a new payee and sent some money but the person I'm sending it to has not received it.  Can you check where the money is?,66,transfer_not_received_by_recipient
I cannot remember my passcode.,44,passcode_forgotten
I made a check deposit but the cash hasn't arrived in my account yet.,6,balance_not_updated_after_cheque_or_cash_deposit
Do you deal with EUR?,36,fiat_currency_support
Is it possible to obtain both a Visa and a Mastercard from you?,73,visa_or_mastercard
A withdrawal is showing that I don't recognize,20,cash_withdrawal_not_recognised
The cast deposit from a week ago still is not in my account. Why?,6,balance_not_updated_after_cheque_or_cash_deposit
I am not recognizing a debit payment from my account.,28,direct_debit_payment_not_recognised
"If you are waiting for verification, it can take 10 minutes to 60 minutes to get results.You will hear from us once we have it.  Please make sure your images are clear and photos of documents are readable. you have to be at least 18 years old and live withing the Economic Area of Europe or in Switzerland in order to open an account.",68,unable_to_verify_identity
My account says I have a pending transfer.,48,pending_transfer
How do I activate my new card I just got?,0,activate_my_card
Where will I get my card?,43,order_physical_card
"My new card isn't in my app, how do I get it in there?",13,card_linking
Where is an ATM?,3,atm_support
When will the money from a transfer be made available on my account?,67,transfer_timing
I made a bank transfer and the balance hasn't updated yet.,5,balance_not_updated_after_bank_transfer
Do I have to verify the top-up?,71,verify_top_up
Why do you need so much id info from me?,74,why_verify_identity
I need to close my account.  Your company is terrible!,55,terminate_account
Please tell me about disposable cards.,37,get_disposable_virtual_card
I urgently need to transfer something from China. How long can I expect it to take?,67,transfer_timing
I am still waiting for verification.  Can I use my account before I am verified?,74,why_verify_identity
My transfer failed when I tried.,35,failed_transfer
I need to top up using a cheque,58,top_up_by_cash_or_cheque
Are there any charges for topping up my card?,57,top_up_by_card_charge
What method do you use for the exchange rate?,32,exchange_rate
I was not given the amount of cash I withdrew,75,wrong_amount_of_cash_received
"I was blocked by using the wrong pin too many times, can you help me?",49,pin_blocked
My transfer to a beneficiary was rejected.,7,beneficiary_not_allowed
Do you charge for transfers?,56,top_up_by_bank_transfer_charge
How long is the delivery time to the US?,12,card_delivery_estimate
My card is not working when I try to use it.,14,card_not_working
Where can I find the verification code for the top up card?,71,verify_top_up
"I am seeing unathorized transactions in the app, on my account.",20,cash_withdrawal_not_recognised
What is the exchange looking like?,32,exchange_rate
How come I did not get a virtual card yet?,40,getting_virtual_card
What are the fees associated with top up via transfer?,56,top_up_by_bank_transfer_charge
Why was my account assessed a fee for an ATM transaction?,19,cash_withdrawal_charge
I didn't enjoy my tutor session and want a refund back. How do I go about doing this?,52,request_refund
Why is my beneficiary not working?,7,beneficiary_not_allowed
My app shows cash I didn't get.,20,cash_withdrawal_not_recognised
Can you tell me how do I get a card?,43,order_physical_card
"You can do that in just a few seconds. Go to account, hit activate, and follow the directions from there.",0,activate_my_card
I can't get any money from my account.,26,declined_cash_withdrawal
I'll send a check to top up my account,58,top_up_by_cash_or_cheque
What is your exchange rate between UK pounds and Russian rubles for my last transaction,17,card_payment_wrong_exchange_rate
I think that my card has been stolen!,41,lost_or_stolen_card
Why is there a payment I didn't do?,16,card_payment_not_recognised
Do the disposable cards have any restrictions on them?,29,disposable_card_limits
The amount of cash I received did not match the amount I requested,75,wrong_amount_of_cash_received
Will I be charged a fee for a SEPA transfer?,56,top_up_by_bank_transfer_charge
I would like to know the countries you are offer services in?,24,country_support
Do I need to verify my top-up?,71,verify_top_up
the transfer went through but now it has been pending for quite a while. i need this to go through already,48,pending_transfer
How long do deposits take to appear? I've been waiting for more than a week and need the money!,6,balance_not_updated_after_cheque_or_cash_deposit
Can this app be used to exchange currencies?,33,exchange_via_app
Under what condition will my payment revert?,53,reverted_card_payment?
Is there a charge to use a Top up card in the US?,57,top_up_by_card_charge
Says that my top-up is incomplete?,47,pending_top_up
"Why did my transfer not work, it says it was declined?",27,declined_transfer
When will my refund come through,51,Refund_not_showing_up
I was charged an extra pound.,34,extra_charge_on_statement
My card payment has been declined,25,declined_card_payment
I already have an account. Why can't I use it unless my identity is verified?,74,why_verify_identity
Can you explain why I am now getting charged a fee for using my card?,15,card_payment_fee_charged
The ATM machines keep declining my card and I don't know why. I thought I had money in my account. Why is this happening?,26,declined_cash_withdrawal
I'm looking to get an additional card.,39,getting_spare_card
I need assistance completing a transfer. I'm trying to purchase a flat and need the money for the initial mortgage payment. I keep getting an error and the transfer is not going through. What is going on here?,35,failed_transfer
I refuse to verify my identity.,74,why_verify_identity
Can an apple watch be used to tup-up?,2,apple_pay_or_google_pay
"How long does EU transfer take? I bought something online a couple days ago , sent the money immediately online but the seller says it is still not there yet",48,pending_transfer
I'm trying to use my Apple Watch to top up my google pay. Do I need a special app?,2,apple_pay_or_google_pay
How can I revert a transaction from this morning?,8,cancel_transfer
Are there restrictions on new cards in China?,9,card_about_to_expire
I have a second credit card from the US. Will you take it?,54,supported_cards_and_currencies
I could not get the top-up to go through,59,top_up_failed
Why is there a fee associated with card use?,15,card_payment_fee_charged
Is it possible to get both Visa and Mastercard from you?,73,visa_or_mastercard
Can I use visa or mastercard with your service,73,visa_or_mastercard
Why did you cancel my card payment?,53,reverted_card_payment?
Why did I only get $20 when I asked for $100?,75,wrong_amount_of_cash_received
I have zero dollars in my account. Can I submit additional funds via bank transfer?,65,transfer_into_account
I shouldn't be charged any fee for transferring .,64,transfer_fee_charged
is there a way to do automatic top up,4,automatic_top_up
Why is  my  top  up for  my  new account  not  instant,47,pending_top_up
"Hi! A seller that I requested a refund from a long time ago has yet to send the money into my account, even though I keep checking it. Can the seller be contacted by you guys to see what's going on?",51,Refund_not_showing_up
Why hasn't my friend received the money i sent them yet?,66,transfer_not_received_by_recipient
"Please cancel my most recent transfer, it was a mistake. This is an emergency. It needs to be canceled before it goes through.",8,cancel_transfer
I would like to know which fiat currencies are recognized by your organization.,36,fiat_currency_support
Where can I find my PIN? I haven't gotten it yet.,38,get_physical_card
My throwaway virtual card won't work,72,virtual_card_not_working
I have a top-up that's still pending and wanted to know about it.,47,pending_top_up
I need to know what your exchange rates are.,32,exchange_rate
"If my top-up didn't transfer, what went wrong?",61,top_up_reverted
I'm supposed to have a refund but it isn't there,51,Refund_not_showing_up
I can't remember my password.,44,passcode_forgotten
Can I pay online with my card?,10,card_acceptance
Why can't my beneficiary get access?,7,beneficiary_not_allowed
How do I transfer funds directly from my credit card?,62,topping_up_by_card
Tell me what I need to do to activate my card.,0,activate_my_card
I bought something on line a and the seller hasn't received the money I sent could you please tell me how long an EU transfer takes?,48,pending_transfer
Unsure how to provide my identity.,68,unable_to_verify_identity
I would like to know how my friend would be able to send me money,50,receiving_money
I see a strange payment in my account.,16,card_payment_not_recognised
For what reason is my transfer still pending now?,48,pending_transfer
Can I use my card for online payments?,10,card_acceptance
Will I be charged a fee for topping up using a European card?,57,top_up_by_card_charge
Can you tell me why my card is not working? I keep trying to use it but it keeps rejecting my payment. I am being careful and entering the info correctly but it still happens.,25,declined_card_payment
What is the procedure for me to get more cards on my account?,39,getting_spare_card
"My card got blocked, how do I reset?",49,pin_blocked
Who should I talk to or go to resolve a duplicate charge on my statement?,63,transaction_charged_twice
What's the reason my new card hasn't come?,11,card_arrival
Can friends I have top-up my account?,62,topping_up_by_card
I need a physical card.  What are the fees?,43,order_physical_card
Tell me what ATMs use this card.,3,atm_support
How long does it take to receive my card?,12,card_delivery_estimate
I need to change my address in the personal details.,30,edit_personal_details
What is this witdrawal,20,cash_withdrawal_not_recognised
still need to get card pin,38,get_physical_card
"About two days ago now, I made a transfer from France but it hasn't arrived yet. Is it possible that the international transfer just takes longer?",5,balance_not_updated_after_bank_transfer
"I want to top up from my Apple Watch, can I?",2,apple_pay_or_google_pay
Why couldn't I transfer funds to my beneficiary?,7,beneficiary_not_allowed
Why did my card payment get declined?,25,declined_card_payment
"Can I add other people to my account, so they can top up?",62,topping_up_by_card
"I went for a meal in Seattle and paid the bill but I think they charged me twice, the first time they swiped the card I got a notification to say the money had gone out the account but then I added a tip and I think they swiped it all again. Can you refund one of the charges?",63,transaction_charged_twice
"Help, my phone was stolen, please advise!",42,lost_or_stolen_phone
Is it possible to cancel a transaction?,8,cancel_transfer
I think there has been a mistake with my transfer,27,declined_transfer
"I received a refund, however I cannot see it in my account",51,Refund_not_showing_up
Do you process SWIFT transfers?,56,top_up_by_bank_transfer_charge
I swear that there are 2 payments on the app that I didn't make.  Could my card me stolen?  Please advise what I should do.,16,card_payment_not_recognised
"I need to get a card, how do I do that?",43,order_physical_card
"In the app, where do I find my card PIN?",38,get_physical_card
How many transactions can I do with my disposable card?,29,disposable_card_limits
Is this app capable of exchanging currencies?,33,exchange_via_app
Do you offer a discount for those who perform frequent currency exchanges?,31,exchange_charge
Why is my contactless not working?,23,contactless_not_working
I noticed that there was an extra charge fee on my account. Could You explain to me why?,64,transfer_fee_charged
Why would my payment still show as pending?,45,pending_card_payment
"Could you refund my transaction, I paid it into the wrong account. I need to be able to pay it into the right account by tomorrow.",8,cancel_transfer
How can I top up my account with a cheque?,58,top_up_by_cash_or_cheque
I want to transfer money. How do I do that for my account?,65,transfer_into_account
What kind of charges should I expect to exchange currencies?,31,exchange_charge
Can you convert to EUR?,36,fiat_currency_support
Can I Transfer from SWIFT?,56,top_up_by_bank_transfer_charge
Why did my payment not go through why did it cancel?,53,reverted_card_payment?
How can I request cash back? The ATM just gave me a different amount than what I've been charged though...,75,wrong_amount_of_cash_received
It didn't give me my cash,75,wrong_amount_of_cash_received
I went to the Notting Hill ATM to use my card the first time for a cash withdrawal but it didn't work. Does this mean that my card isn't working yet?,26,declined_cash_withdrawal
Will I be charged for a top off transfer?,56,top_up_by_bank_transfer_charge
Why can't I top up by cheque?,58,top_up_by_cash_or_cheque
How long do I have to wait for the transfer to be finalized?,48,pending_transfer
"Good day, in reviewing my credit card activity over the last several days, I see a repeated charge for a restaurant that I went to. The charge was put through twice, so I would like one of the charges corrected and the amount that was withdrawn to be reinstated please.",63,transaction_charged_twice
"I have lost my card, but need to place an online order! How do I get a virtual card instantly?",40,getting_virtual_card
why couldn't I use my card at a store?,25,declined_card_payment
There is a payment done with my card which i definitely did not do.Never seen that name before.,16,card_payment_not_recognised
I tried to make a purchase in the store but my card was declined.,25,declined_card_payment
Can I have my account add money automatically in certain intervals?,4,automatic_top_up
Why am I being charged a fee on a card payment?,15,card_payment_fee_charged
"How long do EU transfers actually take? I bought something online a couple days ago, sent the money immediately online but the seller says it's still not there yet.",48,pending_transfer
Can you help me? I have a duplicate transaction on my account and I don't understand why.,63,transaction_charged_twice
I just made a top-up but it shows as pending! I use your service all the time and have never had a problem before. Why does it keep showing up as pending?,47,pending_top_up
Can you make exchanges using the EUR?,36,fiat_currency_support
I have a new email.,30,edit_personal_details
I question today's exchange rate for rubles into pounds. I was hoping for a better return.,17,card_payment_wrong_exchange_rate
Is it possible for a transaction to be cancelled?,8,cancel_transfer
I think my passcode was changed,44,passcode_forgotten
What does it mean if my top-up has not gone through?,47,pending_top_up
I'm on vacation in Europe but I desperately need to change my PIN. Can I do this from abroad?,21,change_pin
The exchange rate from my card payment isn't right.,17,card_payment_wrong_exchange_rate
Can i set up an auto top-up?,4,automatic_top_up
What do I do after my card expires?,9,card_about_to_expire
Is it possible to get another card?,39,getting_spare_card
How long does it take for cards to be delivered after ordering them?,12,card_delivery_estimate
"When I look at my statement there is an extra fee, that is for what?",34,extra_charge_on_statement
There is a payment that is not mine in the App.,16,card_payment_not_recognised
"My salary is in GBP, is this something I need to configure?",50,receiving_money
Tell me why I need top-up to be verified?,71,verify_top_up
Does it cost extra to exchange foreign currencies?,31,exchange_charge
I need to change my phone number.,30,edit_personal_details
I would like to know how exchange rates are calculated when transferring funds.,32,exchange_rate
I would like to know what your exchange rates are.,32,exchange_rate
Am I able to get both a Visa and MasterCard from you?,73,visa_or_mastercard
"If I top up by card, what options do I have re: currency and card type?",54,supported_cards_and_currencies
The amount of money I pushed at the atm machine did not come out of the machine.,75,wrong_amount_of_cash_received
I want a real card,43,order_physical_card
Can I change my PIN at any cash machines?,21,change_pin
I didn't know there was a charge for tranferring. What is the charge?,64,transfer_fee_charged
"Transfer unable to be completed, states 'declined'",27,declined_transfer
Explain why a card payment would be cancelled?,53,reverted_card_payment?
I tried to purchase airline tickets online this morning and my card information isn't working. Is there something going on with my account?,14,card_not_working
I don't have the means to prove my identity.,68,unable_to_verify_identity
I did not get enough cash,75,wrong_amount_of_cash_received
I need several cards per day. And I need to be able to throw away all of the cards I make.,29,disposable_card_limits
How come my refund hasn't appeared on my statement?,51,Refund_not_showing_up
Why is my payment declined? It looked like everything worked ok and my account was fine.,25,declined_card_payment
are there any exchange fees,31,exchange_charge
Can you please tell me where my card is? I ordered it 2 weeks ago!,11,card_arrival
I noticed on my online statement that an ATM withdrawal I made early is still pending.  Is this accurate?,46,pending_cash_withdrawal
Are your cards available in the EU?,24,country_support
My physical card is not working,14,card_not_working
Where's my virtual card,40,getting_virtual_card
Is it possible to get one the your cards in the EU?,24,country_support
The app isn't showing my transactions,66,transfer_not_received_by_recipient
My cash deposit hasn't posted to my account.,6,balance_not_updated_after_cheque_or_cash_deposit
"May monthly payment to Apple has been declined but I don't know why, they are going to re-try the payment and it must go through, can you tell me what is going on please?",25,declined_card_payment
I've forgotten my passcode. Can I reset?,44,passcode_forgotten
If my identy verifacation hasn't gone through can I use my account?,74,why_verify_identity
How do I check to see why my card payment was declined?,25,declined_card_payment
Can I give a second card for this account to my daughter?,39,getting_spare_card
Will I be charged for adding money by transfer?,56,top_up_by_bank_transfer_charge
"I made a transfer and the receiver said an amount was received, but less than the right amount. I now have to transfer more to get the remainder to the receiver. Can you tell me about this. What's been going on?",64,transfer_fee_charged
Why have I not yet received my virtual card?,40,getting_virtual_card
How can I top up with Google play?,2,apple_pay_or_google_pay
I need to know when a payment will actually go through. I completed a payment using my card but it is just showing as pending at this point and it has been a while ago.,45,pending_card_payment
How can I deposit money to my account?,65,transfer_into_account
Why was I blocked from withdrawing from the ATM?,26,declined_cash_withdrawal
The app is telling me that I am not me.,68,unable_to_verify_identity
Are there specific ATM's that I can draw money from?,3,atm_support
"My identity isn't being accepted, what should I do?",68,unable_to_verify_identity
I use this card all the time so why did it get declined at the store today?,25,declined_card_payment
Is there a limit on how much I can top up?,60,top_up_limits
How can I verify if a cash withdrawal was made from my account? I still have my card with me but I did not authorize the withdrawal that just occurred.,20,cash_withdrawal_not_recognised
Where can I order a card when I am in China?,9,card_about_to_expire
How do I edit the personal details on my account?,30,edit_personal_details
I don't have my mobile device and am unable to make the payment because I forgot my details.,42,lost_or_stolen_phone
Can I have money in more than one currency in my account?,36,fiat_currency_support
"I need to hold money, what currencies can I use?",36,fiat_currency_support
Who charged me a fee for paying by card?,15,card_payment_fee_charged
I notice that I have a card payment that's been cancelled.,53,reverted_card_payment?
where is my new card?,11,card_arrival
I don't know what's going on but all of my transfers keep getting declined. I have checked over the recipient details twice. These details are all correct.,27,declined_transfer
Am I able to stop a transfer?,8,cancel_transfer
My top up is still pending,47,pending_top_up
What's my limit for topping up?,60,top_up_limits
Why would you decline my card?,25,declined_card_payment
Is there any age limit?,1,age_limit
Why isn't the transfer I made to a friend showing?,66,transfer_not_received_by_recipient
"Hi, Today i have withdrawn cash from ATM but i got wrong amount and in the app it is showing much more amount than that.",75,wrong_amount_of_cash_received
"Cancel my transfer, please.",8,cancel_transfer
Does this app exchange currencies?,33,exchange_via_app
I need to know what these extra charges are on my statement?,34,extra_charge_on_statement
I am having a problem with verifying my identity.,68,unable_to_verify_identity
"The exchange rate you're using is terrible - this can't be the official interbank exchange rate, can it?",17,card_payment_wrong_exchange_rate
Can I have it by a certain date?,12,card_delivery_estimate
"I requested a refund from a merchant a while ago, and upon repeatedly checking my statement, the merchant has yet to refund me my money.  I don't know what's going on, or why the money is getting into my account--could you please help?",51,Refund_not_showing_up
Are there any hidden limit on the auto top-up?,4,automatic_top_up
I got less cash at the ATM than I asked for. Why?,75,wrong_amount_of_cash_received
I was issued a card about a week ago. why hasn't it come in yet?,11,card_arrival
I made a payment but the app cancelled it.,53,reverted_card_payment?
I tried to do a transfer but it didn't go through.,35,failed_transfer
google pay top up did not work,2,apple_pay_or_google_pay
"If my account is low in funds, can I set an auto top-up?",4,automatic_top_up
I think I was charged by mistake on my debit statement.,28,direct_debit_payment_not_recognised
"If I see a payment in the app that I don't recognize, what should I do?",16,card_payment_not_recognised
how much does a card cost and why do you charge me,43,order_physical_card
